id,sentence,aspects_str
3305,I had Filet Mignon with garlic mash.,"[{'type': 'term', 'term': 'Filet Mignon with garlic mash', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","[{'type': 'term', 'term': 'pre-theater menu', 'polarity': 'positive'}, {'type': 'term', 'term': 'roasted tomato soup with chevre', 'polarity': 'positive'}, {'type': 'term', 'term': 'steak frites', 'polarity': 'positive'}, {'type': 'term', 'term': 'creme brulee', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.","[{'type': 'term', 'term': 'waitstaff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2707,Go inside and you won't want to leave.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2630,I loving bringing friends here - and I do so every chance I get.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","[{'type': 'term', 'term': 'bread', 'polarity': 'positive'}, {'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'term', 'term': 'margarite pizza with cold prosciutto and baby arugula on top', 'polarity': 'neutral'}, {'type': 'term', 'term': 'salad', 'polarity': 'neutral'}, {'type': 'term', 'term': ""Peter's Favourite pizza with prosciutto and baby arugula"", 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2081,"Yes, the prices are high, but I felt it was worth it.","[{'type': 'term', 'term': 'prices', 'polarity': 'conflict'}, {'type': 'category', 'category': 'price', 'polarity': 'conflict'}]"
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","[{'type': 'term', 'term': 'bruschettas', 'polarity': 'positive'}, {'type': 'term', 'term': 'paninis', 'polarity': 'positive'}, {'type': 'term', 'term': 'tramezzinis', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.","[{'type': 'term', 'term': 'waiters', 'polarity': 'positive'}, {'type': 'term', 'term': 'diners', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","[{'type': 'term', 'term': 'chef', 'polarity': 'positive'}, {'type': 'term', 'term': 'dishes', 'polarity': 'positive'}, {'type': 'term', 'term': 'cuisine', 'polarity': 'neutral'}, {'type': 'term', 'term': 'Indian', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2329,The owner truly caters to all your needs.,"[{'type': 'term', 'term': 'owner', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1827,He takes real pride in his food and his business.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.","[{'type': 'term', 'term': 'meal', 'polarity': 'positive'}, {'type': 'term', 'term': 'pre-theater prix-fixe', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'wine', 'polarity': 'positive'}, {'type': 'term', 'term': 'dining', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2673,I would go back tho.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[{'type': 'term', 'term': 'menu', 'polarity': 'positive'}, {'type': 'term', 'term': 'fried chicken', 'polarity': 'neutral'}, {'type': 'term', 'term': 'pork chop', 'polarity': 'neutral'}, {'type': 'term', 'term': 'noodle dishes', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3199,too large for just two people but nothing was left.,"[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3414,I cannot imagine better Indian food in all of the city.,"[{'type': 'term', 'term': 'Indian food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,"[{'type': 'term', 'term': 'privacy', 'polarity': 'positive'}, {'type': 'term', 'term': 'corner booth table', 'polarity': 'positive'}, {'type': 'term', 'term': 'place', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
3077,A pleasant surprise.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[{'type': 'term', 'term': 'manager', 'polarity': 'negative'}, {'type': 'term', 'term': 'open faced cheese sandwich', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
3297,If you don't mind all that noise then go to the Chart House.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
1759,We got most of it back at home with us.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2966,Get there before 7pm.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2077,very good breads as well.,"[{'type': 'term', 'term': 'breads', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3554,"if this happens, just ask for real naan.","[{'type': 'term', 'term': 'naan', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,"[{'type': 'term', 'term': 'squid', 'polarity': 'negative'}, {'type': 'term', 'term': 'half-price Saturday night option', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
202,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.","[{'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
3492,"Pizza is terrific, as is homemade pasta.","[{'type': 'term', 'term': 'Pizza', 'polarity': 'positive'}, {'type': 'term', 'term': 'homemade pasta', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
537,Definitely a neighborhood favorite.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2439,This is a wonderful place on all stand points especially value ofr money.,"[{'type': 'term', 'term': 'value ofr money', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
3562,My first encounter happened one friday evening with a friend.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3280,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,"[{'type': 'term', 'term': 'soup', 'polarity': 'positive'}, {'type': 'term', 'term': 'mushrooms', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
2189,"Service is not exactly five star, but thats not really a big deal.","[{'type': 'term', 'term': 'Service', 'polarity': 'conflict'}, {'type': 'category', 'category': 'service', 'polarity': 'conflict'}]"
3573,There are other people waiting!,"[{'type': 'term', 'term': 'waiting', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'neutral'}]"
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.","[{'type': 'term', 'term': 'beginning appetizers', 'polarity': 'positive'}, {'type': 'term', 'term': 'scallops', 'polarity': 'positive'}, {'type': 'term', 'term': 'chocolate souffle with rasberry mint sorbet', 'polarity': 'positive'}, {'type': 'term', 'term': 'taste', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2460,OU MUST TRY THIS RESTAURANT.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
952,"We left, never to return.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2811,Consistently good Japanese Tapas.,"[{'type': 'term', 'term': 'Japanese Tapas', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2024,No apologies during restaurant week.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.","[{'type': 'term', 'term': 'fish', 'polarity': 'positive'}, {'type': 'term', 'term': 'rice', 'polarity': 'positive'}, {'type': 'term', 'term': 'seaweed', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3079,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
2716,They also do a great job for restaurant week.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
746,I went to this restaurant with a woman that I met recently.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","[{'type': 'term', 'term': 'dishes', 'polarity': 'positive'}, {'type': 'term', 'term': 'lamb sausages', 'polarity': 'positive'}, {'type': 'term', 'term': 'sardines with biscuits', 'polarity': 'positive'}, {'type': 'term', 'term': 'large whole shrimp', 'polarity': 'positive'}, {'type': 'term', 'term': 'pistachio ice cream', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3566,This is where the aforementioned line was.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1702,The food is reliable and the price is moderate.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'price', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'neutral'}]"
199,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....","[{'type': 'category', 'category': 'ambience', 'polarity': 'neutral'}]"
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[{'type': 'term', 'term': 'ambiance', 'polarity': 'positive'}, {'type': 'term', 'term': 'atmosphere', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2324,We always go there on the weekends and leave extremely full and satisfied.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2524,i dont how this place is still running.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
628,The server was really cool and served us our food and drinks with a smile.,"[{'type': 'term', 'term': 'server', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'neutral'}, {'type': 'term', 'term': 'drinks', 'polarity': 'neutral'}, {'type': 'term', 'term': 'served', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
3563,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,"[{'type': 'term', 'term': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
727,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","[{'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'term', 'term': 'thai food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1925,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.","[{'type': 'term', 'term': 'Chef', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2740,Excellent experience.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3422,"Well worth the trip, close to City Hall and downtown subway stops.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3144,I had to share my table with a loud group of kids and the service was rude an unattentive.,"[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'term', 'term': 'table', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
2202,What more could you want?,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
618,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1919,"All in all, I don't see how you can go wrong.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[{'type': 'term', 'term': 'garlic', 'polarity': 'positive'}, {'type': 'term', 'term': 'fresh tomatoes', 'polarity': 'positive'}, {'type': 'term', 'term': 'sauce on the pizza', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2120,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","[{'type': 'term', 'term': 'outdoor seating', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.","[{'type': 'term', 'term': 'mesclun', 'polarity': 'positive'}, {'type': 'term', 'term': 'salmon', 'polarity': 'positive'}, {'type': 'term', 'term': 'ice cream', 'polarity': 'positive'}, {'type': 'term', 'term': 'courses', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
770,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,"[{'type': 'term', 'term': 'wait', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2205,The food is usually good but it certainly isn't a relaxing place to go.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'place', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
948,I'm told that it is open 24hrs which is good.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1940,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[{'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'term', 'term': 'bistro fare', 'polarity': 'positive'}, {'type': 'term', 'term': 'chilaquiles', 'polarity': 'positive'}, {'type': 'term', 'term': 'jazz brunch', 'polarity': 'positive'}, {'type': 'term', 'term': 'live jazz', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2451,The prices were fantastic.,"[{'type': 'term', 'term': 'prices', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
56,What a great place!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[{'type': 'term', 'term': 'bill', 'polarity': 'conflict'}, {'type': 'term', 'term': 'measures of liquers', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'conflict'}]"
1961,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.","[{'type': 'term', 'term': 'table service', 'polarity': 'conflict'}, {'type': 'term', 'term': 'service', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'conflict'}]"
710,"It's not mind-blowing, but to me, thai food never is and never will be.","[{'type': 'term', 'term': 'thai food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[{'type': 'term', 'term': 'Food', 'polarity': 'positive'}, {'type': 'term', 'term': 'pork belly', 'polarity': 'negative'}, {'type': 'term', 'term': 'fat', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
3607,"Although, one night we went it was super cheesy, and another night it was less cheesy.","[{'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
1955,"Even though it is a little loud, you don't have to yell at each other to talk.","[{'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
2903,"i've been to sapphire twice and both times the food was fine, if not good.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[{'type': 'term', 'term': 'tables', 'polarity': 'negative'}, {'type': 'term', 'term': 'dinner', 'polarity': 'positive'}, {'type': 'term', 'term': 'place', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
3495,Was surprisingly disappointed.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1273,I love the fact that the pizza tastes so good and is so cheap.,"[{'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
590,Nicky the Nose at the bar is a treat.,"[{'type': 'term', 'term': 'bar', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
762,I went to Ruby Foo's after work with a group of 6.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3374,I'm amazed we haven't been kicked out of this place yet.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
179,"Service was prompt, friendly and great.","[{'type': 'term', 'term': 'Service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[{'type': 'term', 'term': 'lamb chop', 'polarity': 'positive'}, {'type': 'term', 'term': 'salads', 'polarity': 'positive'}, {'type': 'term', 'term': 'lemon', 'polarity': 'positive'}, {'type': 'term', 'term': 'extra virgnin olive oil', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
339,The sushi was awful!,"[{'type': 'term', 'term': 'sushi', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
489,Katz's has been a NYC original for over 100 years.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,"[{'type': 'term', 'term': 'meal', 'polarity': 'positive'}, {'type': 'term', 'term': 'cost', 'polarity': 'conflict'}, {'type': 'term', 'term': 'dishes', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[{'type': 'term', 'term': 'Pastrami sandwich', 'polarity': 'positive'}, {'type': 'term', 'term': 'beer', 'polarity': 'positive'}, {'type': 'term', 'term': 'pickles', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[{'type': 'term', 'term': 'plain pizza', 'polarity': 'negative'}, {'type': 'term', 'term': 'truffle oil', 'polarity': 'neutral'}, {'type': 'term', 'term': 'wild mushroom(third generation-Fornini) pizza', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
3701,"Late nite omelletes are not good here, there is no variety!","[{'type': 'term', 'term': 'omelletes', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
381,Everything at Sala Thai is tasty and well-portioned.,"[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3050,"After all that, they complained to me about the small tip.","[{'type': 'term', 'term': 'tip', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1185,It's a great place to pick up a cheap lunch or dinner.,"[{'type': 'term', 'term': 'lunch', 'polarity': 'positive'}, {'type': 'term', 'term': 'dinner', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
1555,"Behind this counter, two men are squeezed in.","[{'type': 'term', 'term': 'counter', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1112,Great find!!!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3368,"If only they delivered, they'd make a mint!","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","[{'type': 'term', 'term': 'fish', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'Sushi fix', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1124,"Our waitress was sweet and accomodating, not overbearing.","[{'type': 'term', 'term': 'waitress', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[{'type': 'term', 'term': 'reservation sigh', 'polarity': 'neutral'}, {'type': 'term', 'term': 'table', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
788,The website and rating makes this place look wonderful but in reality it was very disappointing.,"[{'type': 'term', 'term': 'place', 'polarity': 'conflict'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[{'type': 'term', 'term': 'menu', 'polarity': 'negative'}, {'type': 'term', 'term': 'food art', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[{'type': 'term', 'term': 'outdoor atmosphere', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1471,"A large is $20, and toppings are about $3 each.","[{'type': 'term', 'term': 'toppings', 'polarity': 'neutral'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
1789,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2751,I definitely wouldn't go back.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1189,It is not worth for that bucks.,"[{'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
3352,brick oven gallery is My pick for best pizza restaurant anywhere.,"[{'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'price', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.","[{'type': 'term', 'term': 'Thai food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
2157,"Growing up in NY, I have eaten my share of bagels.","[{'type': 'term', 'term': 'bagels', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3018,"Oh, don't even let me start with how expensive the bills were!","[{'type': 'term', 'term': 'bills', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
1401,A hearty two thumbs up!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,"[{'type': 'term', 'term': 'scallion pancakes', 'polarity': 'neutral'}, {'type': 'term', 'term': 'fried dumplings', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!","[{'type': 'term', 'term': 'appetizers', 'polarity': 'positive'}, {'type': 'term', 'term': 'salads', 'polarity': 'positive'}, {'type': 'term', 'term': 'steak', 'polarity': 'positive'}, {'type': 'term', 'term': 'pasta', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","[{'type': 'term', 'term': 'table', 'polarity': 'negative'}, {'type': 'term', 'term': 'served', 'polarity': 'negative'}, {'type': 'term', 'term': 'dishes', 'polarity': 'negative'}, {'type': 'term', 'term': 'table', 'polarity': 'negative'}, {'type': 'term', 'term': 'served', 'polarity': 'negative'}, {'type': 'term', 'term': 'bill', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
3292,Service is top notch.,"[{'type': 'term', 'term': 'Service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
3343,The food now is inconsistent.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
